3;0;670
3;2;616
3;1;888
4;3;119
4;1;845
4;0;683
5;1;642
5;2;160
5;0;258
6;2;265
6;5;107
6;4;488
7;0;423
7;1;230
7;3;704
8;0;299
8;5;235
8;6;314
9;4;463
9;6;370
9;5;329
10;6;173
10;8;291
10;5;221
11;2;610
11;4;102
11;7;687
12;3;419
12;11;437
12;4;538
13;11;195
13;9;512
13;3;210
14;12;69
14;6;502
14;3;488
15;13;135
15;3;335
15;4;232
16;10;668
16;1;323
16;9;131
17;9;568
17;15;97
17;11;227
18;6;666
18;14;896
18;15;242
19;16;357
19;9;294
19;2;136
0;19;40
0;9;266
0;10;467
1;9;407
1;19;388
1;8;697
2;16;393
2;4;645
2;7;498
