0;1;406
0;2;104
0;3;670
1;2;507
1;3;888
2;3;616
4;1;845
4;2;645
4;0;683
5;3;501
5;2;160
5;0;258
6;2;265
6;0;359
6;5;107
7;5;586
7;4;643
7;2;498
8;7;717
8;6;314
8;0;299
9;1;407
9;2;289
9;6;370
10;7;804
10;1;862
10;8;291
11;9;473
11;6;420
11;7;687
12;2;725
12;1;1158
12;11;437
13;3;210
13;11;195
13;5;641
14;1;1212
14;0;862
14;9;819
15;13;135
15;11;323
15;2;846
16;5;457
16;4;521
16;0;341
17;2;776
17;3;238
17;0;806
18;1;721
18;9;449
18;2;720
19;8;310
19;18;743
19;7;427
20;2;374
20;11;236
20;18;469
21;5;302
21;11;654
21;8;276
22;5;743
22;19;1027
22;13;626
23;0;464
23;19;483
23;21;109
24;0;485
24;14;691
24;5;364
25;5;352
25;16;782
25;23;272
26;8;346
26;0;375
26;3;387
27;2;918
27;7;769
27;24;1192
28;3;138
28;13;307
28;0;772
29;0;701
29;24;1025
29;2;701
30;3;352
30;13;420
30;19;369
31;2;256
31;8;432
31;22;1121
32;22;878
32;4;862
32;27;1165
33;22;646
33;0;393
33;21;497
34;11;500
34;12;767
34;24;641
35;16;960
35;25;491
35;24;856
36;0;365
36;18;849
36;12;553
37;18;333
37;6;436
37;7;641
38;5;593
38;2;697
38;6;516
39;31;264
39;29;732
39;2;31
